vi	V(vgs)	V(n002)	Id(M1)
Step Information: Vdd=0  (Step: 1/21)
2.000000000000000e+00	1.800000e+01	2.000000e+00	2.518051e-08
3.000000000000000e+00	1.799722e+01	3.000000e+00	2.779074e+00
4.000000000000000e+00	1.784361e+01	4.000000e+00	1.563860e+02
5.000000000000000e+00	1.751964e+01	5.000000e+00	4.803568e+02
6.000000000000000e+00	1.709202e+01	6.000000e+00	9.092627e+02
7.000000000000000e+00	1.659210e+01	7.000000e+00	1.408538e+03
8.000000000000000e+00	1.604111e+01	8.000000e+00	1.959219e+03
9.000000000000000e+00	1.545175e+01	9.000000e+00	2.548433e+03
1.000000000000000e+01	1.483287e+01	1.000000e+01	3.167239e+03
1.100000000000000e+01	1.419092e+01	1.100000e+01	3.809147e+03
1.200000000000000e+01	1.353079e+01	1.200000e+01	4.469252e+03
1.300000000000000e+01	1.290011e+01	1.300000e+01	5.097052e+03
1.400000000000000e+01	1.266370e+01	1.400000e+01	5.336301e+03
1.500000000000000e+01	1.254384e+01	1.500000e+01	5.456105e+03
1.600000000000000e+01	1.246513e+01	1.600000e+01	5.529782e+03
1.700000000000000e+01	1.240888e+01	1.700000e+01	5.589639e+03
1.800000000000000e+01	1.236561e+01	1.800000e+01	5.633908e+03
1.900000000000000e+01	1.233112e+01	1.900000e+01	5.668665e+03
2.000000000000000e+01	1.230288e+01	2.000000e+01	5.697007e+03
Step Information: Vdd=19  (Step: 20/21)
0.000000000000000e+00	1.900000e+01	0.000000e+00	2.486900e-11
1.000000000000000e+00	1.900000e+01	1.000000e+00	2.486905e-11
2.000000000000000e+00	1.900000e+01	2.000000e+00	2.539488e-08
3.000000000000000e+00	1.899720e+01	3.000000e+00	2.802049e+00
4.000000000000000e+00	1.884256e+01	4.000000e+00	1.574397e+02
5.000000000000000e+00	1.851683e+01	5.000000e+00	4.831721e+02
6.000000000000000e+00	1.808723e+01	6.000000e+00	9.140742e+02
7.000000000000000e+00	1.758523e+01	7.000000e+00	1.415415e+03
8.000000000000000e+00	1.703213e+01	8.000000e+00	1.968197e+03
9.000000000000000e+00	1.644066e+01	9.000000e+00	2.559531e+03
1.000000000000000e+01	1.581964e+01	1.000000e+01	3.180473e+03
1.100000000000000e+01	1.517553e+01	1.100000e+01	3.824535e+03
1.200000000000000e+01	1.451323e+01	1.200000e+01	4.486818e+03
1.300000000000000e+01	1.383653e+01	1.300000e+01	5.163500e+03
1.400000000000000e+01	1.343025e+01	1.400000e+01	5.569750e+03
1.500000000000000e+01	1.327541e+01	1.500000e+01	5.723460e+03
1.600000000000000e+01	1.318116e+01	1.600000e+01	5.818834e+03
1.700000000000000e+01	1.311488e+01	1.700000e+01	5.882796e+03
1.800000000000000e+01	1.306532e+01	1.800000e+01	5.933869e+03
1.900000000000000e+01	1.302630e+01	1.900000e+01	5.973388e+03
2.000000000000000e+01	1.299463e+01	2.000000e+01	6.005218e+03
Step Information: Vdd=20  (Step: 21/21)
0.000000000000000e+00	2.000000e+01	0.000000e+00	2.486900e-11
1.000000000000000e+00	2.000000e+01	1.000000e+00	2.486905e-11
2.000000000000000e+00	2.000000e+01	2.000000e+00	2.560808e-08
3.000000000000000e+00	1.999718e+01	3.000000e+00	2.825014e+00
4.000000000000000e+00	1.984151e+01	4.000000e+00	1.584901e+02
5.000000000000000e+00	1.951403e+01	5.000000e+00	4.859739e+02
6.000000000000000e+00	1.908246e+01	6.000000e+00	9.188580e+02
7.000000000000000e+00	1.857840e+01	7.000000e+00	1.422248e+03
8.000000000000000e+00	1.802322e+01	8.000000e+00	1.977113e+03
9.000000000000000e+00	1.742964e+01	9.000000e+00	2.570547e+03
1.000000000000000e+01	1.680651e+01	1.000000e+01	3.193605e+03
1.100000000000000e+01	1.616027e+01	1.100000e+01	3.839801e+03
1.200000000000000e+01	1.549580e+01	1.200000e+01	4.504239e+03
1.300000000000000e+01	1.481692e+01	1.300000e+01	5.183105e+03
1.400000000000000e+01	1.422928e+01	1.400000e+01	5.770634e+03
1.500000000000000e+01	1.401740e+01	1.500000e+01	5.976785e+03
1.600000000000000e+01	1.390248e+01	1.600000e+01	6.097493e+03
1.700000000000000e+01	1.382441e+01	1.700000e+01	6.171534e+03
1.800000000000000e+01	1.376751e+01	1.800000e+01	6.231173e+03
1.900000000000000e+01	1.372331e+01	1.900000e+01	6.276226e+03
2.000000000000000e+01	1.368780e+01	2.000000e+01	6.311992e+03
